Report Submission Source,Multiple Rows per Incident,Report Number,Carrier/Reporter Name,Incident Route,Incident City,Incident State,Date of Incident,Time of Incident,Quantity Released,Unit of Measure,Identification Number,Commodity Long Name,Hazardous Class,Total Hazmat Fatalities,Total Hazmat Hosp Injuries,Total Hazmat NonHosp Injuries,Total Amount of Damages,Shipper Name,Origin City,Origin State,Mode of Transportation,Identification Markings,Cont1 Material of Construction,Cont1 Packaging Type,Cont1 Package Capacity,Cont1 Package Capacity UOM,Cont1 Pkg Number in Shipment,Cont1 Pkg Shipment Nbr Failed,Cont2 Material of Construction,Cont2 Package Type,Cont2 Package Capacity,Cont2 Capacity UOM Reported,Cont2 Pkg Number in Shipment,Cont2 Pkg Shipment Nbr Failed,What Failed Description,How Failed Description,Failure Cause Description,Description of Events,HMIS Serious Incident Ind,HMIS Serious Bulk Release,HMIS Serious Evacuations,HMIS Serious Fatality,HMIS Serious Flight Plan,HMIS Serious Injury,HMIS Serious Major Artery,HMIS Serious Marine Pollutant,HMIS Serious Radioactive
Paper,No,I-1983110558,COLONIAL/METROPOLITAN FUELS,,WASHINGTON,DC,11/15/1983,,150,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,COLONIAL/METROPOLITAN FUELS,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No
Paper,Yes,I-1975010691,TRI-STATE MOTOR TRANSIT CO,,WASHINGTON,DC,01/22/1975,,0,,UN2982,RADIOACTIVE MATERIAL  N.O.S.,RADIOACTIVE MATERIAL,0,0,0,0,HITTMAN NUCLEAR & DEV CORP,COLUMBIA,MARYLAND,Highway,,,,0,LGA,7,,,,,,,,,,Vehicular Crash or Accident Damage,,No,No,No,No,No,No,No,No,No
Paper,No,I-1977080542,MC LEAN TRUCKING COMPANY,,WASHINGTON,DC,06/28/1977,,0,,NA1760,COMPOUNDS  CLEANING LIQUID,CORROSIVE MATERIAL,0,0,1,0,MC GEAN CHEMICAL CO INC,LIVONIA,MICHIGAN,Highway,,,,5,LGA,14,1,,,,,,,,Punctured,,,No,No,No,No,No,No,No,No,No
Paper,No,I-2004061277,GRIFFITH ENERGY SERVICES  INC.,1830 R ST NW,WASHINGTON,DC,05/04/2004,1200,0.25,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,3000,LGA,1,1,,,,,,,,,,WHILE MAKING DELIVERY BACK PRESSURE CAUSED ABOUT 1 QUART OF OIL TO COME OUT OF VENT.  DRIVER USED SORBENT PADS TO PROPERLY CLEAN  CONTAIN AND DISPOSE OF OIL.,No,No,No,No,No,No,No,No,No
Paper,No,I-1995120822,GRIFFITH ENERGY SERVICES  INC.,1820 IRVING ST,WASHINGTON,DC,12/15/1995,1330,180,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,2380,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,3000,LGA,1,1,,,,,,,,,,DRIVER HAD HOOKED TO A FILL PIPE ON THE OUTSIDE OF A WRONG HOUSE AND STARTED TO FILL THE TANK.  THE TANK HAD BEEN REMOVED  BUT THE PIPES ON THE OUT SIDE HAD NOT BEEN REMOVED.  OIL SPRAYED INTO BASEMENT AND WAS CLEANED UP.,Yes,Yes,No,No,No,No,No,No,No
Paper,No,I-1983060183,MCLEAN TRUCKING COMPANY,,WASHINGTON,DC,05/11/1983,,25,SLB,UN2810,POISONOUS LIQUIDS  N.O.S.,POISONOUS MATERIALS,0,0,0,0,AMERICAN SCIENTIFIC PRODUCTS,UNKNOWN,ILLINOIS,Highway,,,,25,SLB,1,1,,,2,SLB,12,5,,,Dropped,,No,No,No,No,No,No,No,No,No
Paper,No,I-1974120605,UNITED AIR LINES INC,,WASHINGTON,DC,12/13/1974,,0,,NA1993,SOLVENT  N.O.S.,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,CALLARI S,CLEVELAND,OHIO,Air,,,,5,LGA,2,1,,,,,,,,Burst or Ruptured,,,No,No,No,No,No,No,No,No,No
Web,No,E-2006020060,GRIFFITH ENERGY SERVICES  INC.,5255 Loughoro,WASHINGTON DC,DC,11/14/2005,0700,3,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH ENERGY SERVICES  INC.,HYATTSVILLE,MARYLAND,Highway,,Metal,IBC,7000,LGA,1,1,,,,,,,Valve Stem,Leaked,Human Error,Driver made delivery and did not properly egage valve causing 3 Gallons of oil to spill on property. Driver used sorbent materials and oil spill was properly cleaned  contained and disposed of.,No,No,No,No,No,No,No,No,No
Paper,No,I-1990030304,MR WALLEY TRUCKING,M ST SE,WASHINGTON,DC,03/08/1990,0800,5,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,4,MR WALLEY TRUCKING,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,Overfilled,DRIVER WAS LOADING TRUCK AT STEUART PETROLEUM  M ST SE TERMINAL  AND OVERFILLED. HE AND STEUART PETROLEUM PERSONNEL CLEANED UP SPILL. THEY PLACED SPEEDI-DRI OVER THE SPILL TO CONTAIN THE OIL AND SWEPT UP OIL DRY AND PUT IT IN A PROPER CONTAINER.,No,No,No,No,No,No,No,No,No
Web,No,E-2011010366,ESTES EXPRESS LINES  INC.,I- 95,WASHINGTON,DC,01/07/2011,1600,0.046875,LGA,UN1791,HYPOCHLORITE SOLUTIONS,CORROSIVE MATERIAL,0,0,0,0,PARISER INDUSTRIES  INC.,PATERSON,NEW JERSEY,Highway,,Steel,Jerrican,5,LGA,2,1,,,,,,,Basic Material,Crushed,Too Much Weight on Package,Spillage contained to trailer floor. Material was absorbed and placed in recovery container for proper disposal. No contact with material by personnel.,No,No,No,No,No,No,No,No,No
Paper,No,I-1984120105,BALTIMORE TANK LINES INC,,WASHINGTON,DC,12/02/1984,,20,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,7000,LGA,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,Yes,I-1983090138,CHEMICAL LEAMAN TANK LINES,,WASHINGTON,DC,07/15/1983,,4945,LGA,UN1832,SULFURIC ACID  SPENT,CORROSIVE MATERIAL,0,0,0,0,BETHLEHEM STEEL CORPORATION,SPARROWS POINT,MARYLAND,Highway,,,,4945,LGA,1,1,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No
Paper,No,I-1992020147,BAYWOOD EXPRESS  INC,4400 MASSACHUSETTS AVE,WASHINGTON,DC,02/01/1992,0500,400,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,20300,SPEEDWAY LLC,BALTIMORE,MARYLAND,Highway,,,,8000,LGA,1,1,,,,,,,,,Overfilled,DRIVER WAS INSTRUCTED TO PUT HIS LOAD IN TANK #3 AFTER CUSTOMER TOOK THEIR STICK READINGS  WHOLE LOAD DID NOT FIT & PRODUCT SPRAYED FROM VENT.  STORM DRAINS WERE AFFECTED.  CLEAN UP IS ON GOING AND ALL AGENCIES WERE NOTIFIED.,Yes,Yes,No,No,No,No,No,No,No
Paper,No,I-1979101477,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,10/22/1979,,0,,UN1133,CEMENT,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,BALTIMORE TEXTILE CO INC,BALTIMORE,MARYLAND,Highway,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1983110185,STEUART PETROLEUM,,WASHINGTON,DC,01/28/1983,,10,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1995110649,GRIFFITH ENERGY SERVICES  INC.,405 H ST NE,WASHINGTON,DC,10/25/1995,0830,1.50,LGA,NA1993,FUEL OIL,COMBUSTIBLE LIQUID,0,0,0,12,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,3400,LGA,1,1,,,,,,,,,,SMALL OUTAGE OCCURRED WHILE DRIVER WAS MAKING DELIVERY OF FUEL OIL.  SPILL WAS CONTAINED  CLEANED UP AND PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-1985010010,STEUART PETROLEUM CO,,WASHINGTON,DC,12/31/1984,,1500,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART PETROLEUM CO,BETHESDA,MARYLAND,Highway,,,,,,1,1,,,,,,,,,Vehicular Crash or Accident Damage,,Yes,Yes,No,No,No,No,No,No,No
Paper,No,I-1999070082,GRIFFITH ENERGY SERVICES  INC.,1709 NEW YORK AVE  NW,WASHINGTON,DC,06/17/1999,0001,3,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,52,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,3000,LGA,1,1,,,,,,,,,,DRIVER WAS FILLING THE TANK AND THE TANK GAUGE  READ 1/2 FULL.  OIL STARTED TO COME OUT OF THE VENT AT THIS TIME.  THE GAUGE WAS NOT WORKING PROPERLY AND CAUSED THE TANK TO BE OVER FILLED.  SPILL WAS CLEANED AND THE GAUGE WILL BE REPAIRED.,No,No,No,No,No,No,No,No,No
Paper,No,I-1985010374,STEUART PETROLEUM CO,,WASHINGTON,DC,01/23/1985,,10,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-2001051184,A P WOODSON COMPANY,1523 WISCONSIN AVE  NW,WASHINGTON,DC,03/15/2000,1130,3,LGA,UN1202,GAS OIL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,152,A P WOODSON COMPANY,FORESTVILLE,MARYLAND,Highway,,,,3200,LGA,1,1,,,,,,,Hose; Loading or Unloading Lines,; ,Dropped; ,DRIVER REPORTED THAT NOZZLE WAS SOMEHOW OPEN WHEN HE CHARGED THE NOZZLE AND #2 HEATING OIL WAS SPILLED UNTIL HE COULD MOVE TO TURN IT OFF.  COMPANY EMPLOYEES COMPLETELY CLEANED UP THE SPILLED OIL.,No,No,No,No,No,No,No,No,No
Paper,No,I-1991100631,GRIFFITH ENERGY SERVICES  INC.,41ST NW,WASHINGTON,DC,10/10/1991,1100,15,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,365,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,4500,LGA,1,1,,,,,,,,Burst or Ruptured,,WHILE DRIVER WAS FILLING TANK THE GAUGE ON TOP OF TANK BLOW OFF ALLOWING ABOUT 15 GALLONS OF OIL TO LEAK OUT OF TANK.  GAUGE WAS REPLACED AND OIL CLEANED UP.,No,No,No,No,No,No,No,No,No
Paper,No,I-2006040489,E. STEWART MITCHELL  INC.,37TH AND O STREET NW,WASHINGTON,DC,12/26/2005,0500,25,LGA,NA1993,DIESEL FUEL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,8075,INDIVIDUAL - NOT A COMPANY,WASHINGTON,DISTRICT OF COLUMBIA,Highway,1993,,,,,,,,,,,,,Hose; Hose Adaptor or Coupling,Failed to Operate; Failed to Operate,Defective Component or Device; Defective Component or Device,THE DRIVER HAD HOOKED UP THE HOSE AND FITTING TO THE CUSTOMER'S TANK.  MOST OF THE LOAD WAS UNLOADED.  THE DRIVER WENT ON TOP OF THE TANKER AND OPENED THE DOME TO SEE HOW MUCH MATERIAL WAS LEFT IN THE TANKER.  AT THIS TIME THE FITTING AND HOSE CAME UN-COUPLED AT THE CUSTOMER'S TANK.  APPROX. 25 GAL OF MATERIAL SPILLED ONTO THE ASPHALT AND CONCRETE  BEFORE THE DRIVER SHUT OFF THE VALVE.,No,No,No,No,No,No,No,No,No
Paper,No,I-1990020012,NUBULK SERV INC,ARKANSAS NW,WASHINGTON,DC,01/04/1990,1030,3,LGA,UN1897,TETRACHLOROETHYLENE,POISONOUS MATERIALS,0,0,0,125,PRIMACHEM INC,BAYONNE,NEW JERSEY,Highway,,,,7200,LGA,1,1,,,,,,,,,Defective Component or Device,WHEN UNLOADING PRODUCT FROM CARGO TANK INTO CUSTOMER'S STORAGE TANK VIA PUMP  APPROXIMATELY 3 GALLONS OF PRODUCT WAS RELEASED DUE TO BAD PACKING ON THE TRACTOR PUMP. ALL PRODUCT WAS RETAINED AND CLEANED UP PROPERLY BY CUSTOMER.,No,No,No,No,No,No,No,No,No
Paper,No,I-1977120814,YELLOW FREIGHT SYSTEM INC,,WASHINGTON,DC,11/29/1977,,0,,UN1760,CORROSIVE LIQUIDS  N.O.S.,CORROSIVE MATERIAL,0,0,0,0,HUNT PHILIP A CHEMICAL CORP,DALLAS,TEXAS,Highway,,,,4,LGA,4,1,,,1,LGA,16,3,,,Loose Closure  Component  or Device,,No,No,No,No,No,No,No,No,No
Paper,No,I-2004111392,CARROLL INDEPENDENT FUEL  LLC,3RD & CONSTITUTIONAL AVENUE,WASHINGTON,DC,11/17/2004,0930,1,LGA,NA1993,DIESEL FUEL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,8,CARROLL INDEPENDENT FUEL  LLC,BALTIMORE,MARYLAND,Highway,,,,,,1,1,,,,,,,,,Overfilled,DRIVER (ALLEN COULTER) TRUCK #282 WAS FILLING A 500 GALLON GENERATOR TANK AND OVERFILLED IT.  THIS CAUSED THE FUEL TO SPILL OUT OF THE VENT  AND ON TO THE TANK AND GROUND.  THE DRIVER CLEANED IT UP IMMEDIATELY WITH SPILL PADS.  NCR WAS NOTIFIED @ 1125 HOURS  REPORTED TO MR. CREWS,No,No,No,No,No,No,No,No,No
Paper,No,I-1990100956,GRIFFITH ENERGY SERVICES  INC.,1629 COLUMBIA RD NW,WASHINGTON,DC,10/12/1990,1215,1,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,11,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,4450,LGA,1,1,,,,,,,,,,DRIVER MET BUILDING ENGINEER AT LOCATION AND BEGAN UNLOADING PRODUCT. AFTER A FEW MINUTES PRESSURE BUILT UP IN PIPING AND DRIVER STOPPED DELIVERY.  WHEN DRIVER UNHOOKED NOZZLE FROM FILL  A MIST OF OIL BLEW OUT OF FILL PIPE.  CAUSE WAS A MECHANIC THAT WAS WORKING ON THE HEATING SYSTEM AND HAD PUT THE TANK UNDER PRESSURE WITHOUT NOTIFYING THE BUILDING ENGINEER.,No,No,No,No,No,No,No,No,No
Paper,No,I-1990040064,CYPRESS ASSET MANAGEMENT INC,WASHINGTON NATIONAL AIRPORT,WASHINGTON,DC,03/10/1990,1930,0.031250,LGA,UN2796,BATTERY FLUID  ACID,CORROSIVE MATERIAL,0,0,0,0,NOT REPORTED BY CARRIER,,,Air,,,,,,1,1,,,,,,,,,Improper Preparation for Transportation,A PASSENGER'S ELECTRIC WHEELCHAIR WITH 2 WET CELL BATTERIES WAS LOADED IMPROPERLY IN THE REAR CARGO BIN OF AIRCRAFT. 1 BATTERY WAS REMOVED FROM WHEELCHAIR AND CONTAINERIZED PER COMPANY PROCEDURES AS APPROVED BY THE D.O.T.  THE SECOND BATTERY WAS SECURE TO THE CHAIR AND THEN LOADED IN THE CARGO BIN IN THE UPRIGHT POSITION. SOMETIME DURING THE FLIGHT BETWEEN LAX-IAH-DCA THE CHAIR SHIFTED AND ARRIVED AT DCA ON ITS SIDE. APPROXIMATELY 3-4 OZ OF BATTERY ACID SPILLED.  THE SPILL WAS IMMEDIATELY REPORTED TO THE CONTINENTAL AIRCRAFT MAINTENANCE DEPARTMENT WHO CLEANED UP THE SPILL AND INSPECTED THE BIN FLOOR FOR DAMAGE.  NONE WAS FOUND.  IF THE SECOND BATTERY HAD BEEN CONTAINERIZED THE SAME AS THE FIRST THIS SPILL WOULD NOT HAVE HAPPENED.,No,No,No,No,No,No,No,No,No
Paper,No,I-2015090277,UPS GROUND FREIGHT  INC.,2650 VIRGINIA AVE NW,WASHINGTON,DC,08/26/2015,1330,15,LGA,UN1263,PAINT INCLUDING PAINT  LACQUER  ENAMEL  STAIN  SHELLAC SOLUTIONS  VARNISH  POLISH  LIQUID FILLER AND LIQUID LACQUER BASE,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,3000,HEMPEL (USA)  INC.,DALLAS,TEXAS,Highway,,Steel,Drum,5,LGA,54,5,,,,,,,Body,Crushed,Inadequate Blocking and Bracing,DRIVER WAS DELIVERING FREIGHT. WHEN HE PULLED FREIGHT TOWING THE REAR OF THE TRAILER THE FREIGHT BEGAN TO ROLL FORWARD. ONCE IT STOPPED HE THOUGHT HE COULD LOWER IT ON THE LIFT GATE. WHILE HE WAS LOWERING THE LIFT GATE THE PALLET TIPPED OVER AND PAILS FELL TO THE GROUND SPILLING PRODUCT. CONTRACTOR WAS CALLED OUT TO CLEAN UP THE SPILL.,No,No,No,No,No,No,No,No,No
Web,No,E-2006030166,GRIFFITH ENERGY SERVICES  INC.,2018 RHODE ISLAND AVE,WASHINGTON DC,DC,12/08/2005,1830,10,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,2915,GRIFFITH ENERGY SERVICES  INC.,HYATTSVILLE,MARYLAND,Highway,,Metal,IBC,0,,,,,,,,,,Fill Hole,Failed to Operate,Missing Component or Device,delivery was made to wrong location that had an abandon fill. Professional remedationcompany was sent out to location and oil spill was properly celaned  contained and disposed of.,No,No,No,No,No,No,No,No,No
Paper,No,I-2004100765,CHESAPEAKE OIL CO,KENILWORTH/ORD ST NE,WASHINGTON,DC,10/08/2004,1630,200,LGA,NA1993,FUEL OIL (NO. 1  2  4  5  OR 6),FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,NOT REPORTED BY CARRIER,,,Highway,,,,275,LGA,1,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,; ,DRIVER STATES THAT HE STOPPED SHORT TO AVOID AN ACCIDENT AND THE CONTAINER MOVED FORWARD AND THE VALVE STEM BROKE OFF.  THIS RELEASED THE HEATING OIL.,Yes,Yes,No,No,No,No,No,No,No
Paper,No,I-1978050649,UNITED AIR LINES INC,,WASHINGTON,DC,05/03/1978,,0,,UN2796,BATTERY FLUID  ACID,CORROSIVE MATERIAL,0,0,0,0,SHIPPER INFORMATION UNOBTAINBL,,,Air,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1982020469,BALTIMORE TANK LINES,,WASHINGTON,DC,12/20/1980,,10,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,THE MAREX CORPORATION,BALTIMORE,MARYLAND,Highway,,,,0,LGA,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1977030940,YELLOW FREIGHT SYSTEM INC,,WASHINGTON,DC,03/11/1977,,0,,UN1263,PAINT RELATED MATERIAL INCLUDING PAINT THINNING  DRYING  REMOVING  OR REDUCING COMPOUND,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,TNEMEC COMPANY  INC.,NORTH KANSAS CITY,MISSOURI,Highway,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1990030263,GRIFFITH ENERGY SERVICES  INC.,1227 25TH ST NW,WASHINGTON,DC,03/05/1990,1645,3,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,13,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2200,LGA,1,1,,,,,,,,,Loose Closure  Component  or Device,DRIVER FILLED OIL TANK TO CAPACITY. FITTING ON VENT PIPE WAS NOT TIGHT IN TANK TOP. ABOUT 3 GALLONS OF OIL EXPANDED OUT OF TANK AT VENT PIPE OPENING. VENT PIPE WAS REPAIRED.,No,No,No,No,No,No,No,No,No
Web,No,E-2016040437,QUALITY CARRIERS  INC.,5000 Overlook Avenue,WASHINGTON,DC,04/08/2016,1510,2,LGA,UN2582,FERRIC CHLORIDE  SOLUTION,CORROSIVE MATERIAL,0,0,0,0,PVS TECHNOLOGIES  INC.,DETROIT,MICHIGAN,Highway,DOT 407,,,5500,LGA,1,1,,,,,,,Hose,Leaked,Loose Closure  Component  or Device,Our driver was offloading at the consignee location and the consignee's product transfer hose began to leak at the connection to the CTMV. Our driver immediately shut down the process to stop the leak.   Our driver was able to use our product transfer hose to complete the delivery. The consignee advised our driver that their hose was deteriorated and they were replacing it.       Event # 60042,No,No,No,No,No,No,No,No,No
Paper,No,I-1979070761,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,06/28/1979,,0,,UN1830,SULFURIC ACID,CORROSIVE MATERIAL,0,0,0,0,FISHER SCIENTIFIC CO.,BRIDGEWATER,NEW JERSEY,Highway,,,,,,1,1,,,,,1,1,Basic Material,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1982030009,BALTIMORE TANK LINES INC,,WASHINGTON,DC,08/04/1981,,10,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,APEX - BALTIMORE  MD.,GLEN BURNIE,MARYLAND,Highway,,,,,,1,1,,,,,,,,Burst or Ruptured,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1974050636,HALLS MOTOR TRANSIT CO*,,WASHINGTON,DC,05/15/1974,,0,,UN2794,BATTERIES  WET  FILLED WITH ACID  ELECTRIC STORAGE,CORROSIVE MATERIAL,0,0,0,0,ESB BRANDS INC,ALLENTOWN,PENNSYLVANIA,Highway,,,,25,SLB,112,1,,,,,,,,,Dropped,,No,No,No,No,No,No,No,No,No
Paper,No,I-2015070497,QUALITY CARRIERS  INC.,5000 OVERLOOK AVE SW,WASHINGTON,DC,05/28/2015,1550,1,LGA,UN1230,METHANOL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,KINDER MORGAN LIQUIDS TERMINALS LLC,PERTH AMBOY,NEW JERSEY,Highway,DOT 407,,,8500,LGA,0,0,,,,,,,Bottom Outlet Valve,Leaked,Deterioration or Aging,Consignee unloading trailer and gasket started leaking from middle discharge valve into bucket with small amount on cement. Consignee able to finish unloading and cleaned spill. Gasket was replaced. Event 46464,No,No,No,No,No,No,No,No,No
Paper,No,I-2003010414,GRIFFITH ENERGY SERVICES  INC.,1228 OATES ST  NE,WASHINGTON,DC,12/25/2002,1015,0,,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,3000,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2700,LGA,1,1,,,,,,,,,,AN OUTAGE OCCURRED DURING DELIVERY TO A FUEL TANK UNDER HOMEOWNER'S PORCH. THE OUTAGE WAS CONTAINED  CLEANED UP AND ALL MATERIALS PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-2004030412,GRIFFITH ENERGY SERVICES  INC.,719 IRVING ST NE,WASHINGTON,DC,01/31/2004,1930,96,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,96,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2800,LGA,1,1,,,,,,,,,,OIL WAS PUMPED INTO ABANDONED FILL CUSTOMER CLAIMED RESPONSIBILITY AND BEGAN REMEDIATION.  WE DISPATCHED IMS TO COMPLETE REMEDIATION AND OIL SPILL WAS CLEANED  CONTAINED AND PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-1982060281,BALTIMORE TANK LINES INC,WALTER REED,WASHINGTON,DC,06/10/1982,,30,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,APEX BALTIMORE INC,BALTIMORE,MARYLAND,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Web,No,E-2008060117,CARROLL INDEPENDENT FUEL  LLC,400 7TH STREET SW,WASHINGTON,DC,06/05/2008,1830,2,LGA,UN1993,FLAMMABLE LIQUIDS  N.O.S.,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,CARROLL INDEPENDENT FUEL  LLC,BALTIMORE,MARYLAND,Highway,N/A,,,,,1,1,,,,,,,Hose,Burst or Ruptured,Defective Component or Device,DELIVERY HOSE ON THE TRUCK BURST AND SPILLED 2 GALLONS OF OIL ONTO THE CONCRETE.    SPILL CLEANED UP WITH SPILL PADS AND STAYDRY.    REPORTED TO MR. SNOWDEN @ 1914 HOURS.,No,No,No,No,No,No,No,No,No
Paper,No,I-2001071663,GRIFFITH ENERGY SERVICES  INC.,2445 M ST NW,WASHINGTON,DC,06/15/2001,1130,60,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,590,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2800,LGA,1,1,,,,,,,,,,WHILE FILLING TANK  IT RUPTURED CAUSING AN OUTAGE IN A PARKING GARAGE. CUSTOMER TO HIRE COMPANY TO REMEDIATE. WOULD NOT LET US INSIDE TO CLEAN UP.,No,No,No,No,No,No,No,No,No
Paper,No,I-1983110199,STEUART FETROLEUM,,WASHINGTON,DC,12/18/1982,,10,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-2006050470,NEW PENN MOTOR EXPRESS  INC.,6351 S HANOVER ROAD,ELKRIDGE,DC,04/25/2006,0827,4,LGA,UN1789,HYDROCHLORIC ACID SOLUTION  INHIBITED,CORROSIVE MATERIAL,0,0,0,0,HYDROCHEMICAL TECHNIQUES  INC.,HARTFORD,CONNECTICUT,Highway,,Plastic,Jerrican,5,LGA,16,1,,,,,,,Closure (e.g.  Cap  Top  or Plug),Leaked,Human Error,CAP WAS LOOSE CAUSING A LITTLE BIT OF PRODUCT TO LEAK. WE WIPE THE PRODUCT OFF AND RETIGHTEN THE LID. WE WILL HOLD THE CLEAN UP DEBRIS FOR PROPER DISPOSAL AND FORWARD THE COMPLETE SHIPMENT ONTO DESTINATION.,No,No,No,No,No,No,No,No,No
